,id,product_uid,sw_in_title_ratio,sw_in_desc_ratio,sw_in_brand_name_ratio,sw_in_material_ratio,sn_in_title_ratio,sn_in_desc_ratio,relevance
11957,36837,108551,1.3,1.3,0.2,0.2,0.3,0.3,2.33
11958,36838,108552,1.3,1.3,0.5,0.3,0.3,0.3,2.33
11959,36839,108553,2.3,2.3,0.5,0.3,0.3,0.3,2.67
11960,36841,108554,0.3,0.3,0.5,0.3,0.3,0.3,3.0
11961,36843,108556,2.3,2.3,0.2,0.3,0.3,0.3,1.33
11962,36846,108556,2.3,2.3,1.0,0.3,0.3,0.3,2.0
11963,36848,108556,2.3,3.3,0.2,0.3,0.3,0.3,2.67
11964,36851,108556,3.3,3.3,0.2,0.3,0.3,0.3,2.33
11965,36852,108556,0.3,1.3,0.2,0.3,0.3,0.3,1.67
11966,36853,108557,1.3,1.3,0.5,0.3,0.3,0.3,2.67
11967,36855,108558,2.3,2.3,0.2,0.3,1.3,1.3,3.0
11968,36858,108558,1.3,2.3,0.2,0.3,0.3,0.3,2.33
11969,36860,108559,1.3,1.3,0.5,0.3,1.3,1.3,2.0
11970,36864,108560,2.3,2.3,0.2,0.3,0.3,0.3,2.67
11971,36865,108560,0.3,1.3,0.2,0.3,0.3,0.3,3.0
11972,36867,108561,1.3,1.3,0.5,0.3,0.3,0.3,2.33
11973,36875,108562,0.3,0.3,1.0,0.3,0.3,0.3,2.0
11974,36883,108564,2.3,2.3,0.2,0.2,1.3,0.3,2.0
11975,36885,108564,2.3,2.3,1.0,0.2,0.3,0.3,2.67
11976,36888,108565,2.3,1.3,1.0,0.3,1.3,1.3,3.0
11977,36889,108565,3.3,3.3,1.0,0.3,0.3,0.3,2.0
11978,36890,108566,2.3,2.3,0.2,1.0,1.3,0.3,2.0
11979,36892,108566,2.3,2.3,0.2,0.2,0.3,0.3,2.67
11980,36895,108566,1.3,2.3,0.2,0.2,0.3,0.3,2.67
11981,36896,108566,1.3,1.3,0.2,0.2,0.3,0.3,3.0
11982,36904,108567,1.3,0.3,1.0,0.2,1.3,0.3,3.0
11983,36906,108567,1.3,2.3,0.2,0.2,0.3,0.3,2.67
11984,36908,108568,0.3,2.3,0.2,0.3,0.3,1.3,2.67
11985,36917,108573,1.3,2.3,0.5,0.3,0.3,0.3,2.33
11986,36922,108575,0.3,0.3,0.2,0.3,0.3,0.3,1.67
11987,36925,108575,2.3,1.3,1.0,0.3,0.3,0.3,2.67
11988,36927,108575,0.3,1.3,0.2,0.3,0.3,0.3,2.33
11989,36931,108577,0.3,3.3,0.2,0.3,0.3,1.3,2.0
11990,36932,108577,2.3,2.3,0.2,0.3,0.3,0.3,2.33
11991,36933,108577,4.3,4.3,0.2,0.3,0.3,0.3,2.0
11992,36936,108578,0.3,2.3,0.2,0.2,0.3,0.3,3.0
11993,36940,108580,1.3,1.3,0.2,1.0,1.3,1.3,2.0
11994,36950,108580,1.3,2.3,0.2,0.2,0.3,0.3,3.0
11995,36952,108580,0.3,0.3,0.2,0.2,0.3,0.3,1.0
11996,36958,108584,2.3,2.3,0.2,0.3,0.3,0.3,1.33
11997,36961,108586,1.3,1.3,0.2,0.3,1.3,1.3,2.33
11998,36962,108586,1.3,1.3,0.2,0.3,1.3,1.3,1.67
11999,36965,108587,2.3,1.3,0.5,0.3,0.3,0.3,2.0
12000,36966,108588,2.3,3.3,0.2,0.3,1.3,1.3,2.67
12001,36968,108588,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12002,36973,108591,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12003,36974,108592,2.3,2.3,0.5,0.3,0.3,0.3,2.33
12004,36977,108594,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12005,36984,108600,1.3,1.3,0.5,0.3,1.3,0.3,3.0
12006,36988,108602,0.3,0.3,0.2,0.3,0.3,0.3,2.33
12007,36995,108605,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12008,36997,108606,2.3,0.3,0.2,0.3,0.3,0.3,2.0
12009,36998,108607,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12010,37005,108608,3.3,3.3,0.2,0.2,0.3,0.3,3.0
12011,37006,108609,0.3,0.3,0.2,0.2,0.3,0.3,2.0
12012,37009,108610,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12013,37011,108611,0.3,4.3,0.2,0.2,0.3,0.3,2.33
12014,37017,108611,1.3,2.3,0.2,0.2,0.3,0.3,2.0
12015,37018,108611,1.3,3.3,0.2,0.2,0.3,0.3,1.67
12016,37029,108613,1.3,1.3,0.2,0.2,0.3,0.3,1.67
12017,37030,108613,2.3,2.3,0.2,1.0,0.3,0.3,1.33
12018,37031,108614,2.3,2.3,0.2,0.3,0.3,1.3,3.0
12019,37033,108614,4.3,2.3,1.0,0.3,0.3,0.3,2.33
12020,37034,108614,0.3,0.3,0.2,0.3,0.3,0.3,2.33
12021,37036,108614,2.3,2.3,0.2,0.3,0.3,0.3,1.67
12022,37037,108615,1.3,1.3,0.5,0.3,0.3,0.3,1.67
12023,37040,108616,0.3,1.3,0.2,0.3,0.3,0.3,2.0
12024,37042,108616,0.3,0.3,0.2,0.3,0.3,0.3,1.67
12025,37045,108617,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12026,37047,108618,2.3,1.3,0.2,0.2,0.3,0.3,2.0
12027,37048,108619,1.3,2.3,0.2,0.3,0.3,0.3,2.0
12028,37051,108620,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12029,37069,108627,2.3,2.3,0.5,0.3,0.3,0.3,2.33
12030,37075,108629,2.3,3.3,0.2,0.3,0.3,0.3,2.33
12031,37078,108630,4.3,4.3,0.5,0.3,0.3,0.3,2.67
12032,37088,108633,2.3,2.3,0.5,0.3,0.3,0.3,2.33
12033,37090,108633,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12034,37093,108635,0.3,0.3,0.2,0.3,0.3,0.3,2.33
12035,37094,108636,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12036,37096,108638,3.3,3.3,0.5,0.3,0.3,0.3,3.0
12037,37099,108640,2.3,2.3,0.2,0.3,2.3,2.3,2.33
12038,37102,108640,2.3,2.3,1.0,0.3,0.3,0.3,3.0
12039,37106,108641,2.3,2.3,1.0,0.2,0.3,0.3,2.33
12040,37108,108642,1.3,1.3,0.5,0.3,0.3,0.3,1.67
12041,37109,108642,2.3,2.3,0.5,0.3,0.3,0.3,2.67
12042,37110,108643,3.3,3.3,0.5,0.3,0.3,0.3,2.33
12043,37112,108645,1.3,1.3,0.5,0.3,1.3,1.3,2.33
12044,37113,108646,1.3,1.3,0.5,0.3,0.3,0.3,2.0
12045,37114,108647,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12046,37117,108648,1.3,1.3,0.2,0.3,0.3,0.3,2.33
12047,37120,108650,1.3,1.3,0.2,0.3,0.3,0.3,3.0
12048,37122,108650,3.3,1.3,1.0,0.3,0.3,0.3,2.33
12049,37123,108651,1.3,1.3,0.2,0.3,1.3,1.3,3.0
12050,37124,108651,3.3,3.3,0.2,0.3,0.3,0.3,3.0
12051,37133,108653,1.3,1.3,0.5,0.3,0.3,0.3,2.0
12052,37136,108655,1.3,1.3,0.2,0.3,1.3,1.3,2.67
12053,37137,108655,3.3,3.3,1.0,0.3,0.3,0.3,3.0
12054,37145,108657,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12055,37146,108657,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12056,37148,108657,1.3,1.3,0.2,0.3,0.3,0.3,2.67
12057,37150,108658,3.3,2.3,0.2,0.3,0.3,0.3,2.0
12058,37154,108659,3.3,1.3,0.5,0.3,0.3,0.3,1.0
12059,37161,108661,2.3,2.3,0.2,1.0,0.3,0.3,3.0
12060,37167,108664,0.3,1.3,0.2,0.2,0.3,1.3,2.67
12061,37176,108667,0.3,2.3,0.2,0.3,0.3,0.3,2.0
12062,37179,108668,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12063,37181,108668,1.3,2.3,0.2,0.3,0.3,0.3,3.0
12064,37183,108669,2.3,2.3,0.5,0.3,1.3,1.3,3.0
12065,37184,108670,1.3,1.3,0.5,0.3,1.3,1.3,2.67
12066,37186,108671,1.3,1.3,0.2,0.3,0.3,0.3,2.33
12067,37187,108671,2.3,2.3,0.2,0.3,0.3,1.3,2.33
12068,37188,108671,1.3,1.3,0.2,0.3,0.3,0.3,2.33
12069,37189,108671,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12070,37190,108672,3.3,1.3,0.5,0.3,0.3,0.3,3.0
12071,37191,108673,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12072,37197,108676,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12073,37206,108678,1.3,2.3,0.2,0.3,0.3,0.3,2.0
12074,37212,108681,3.3,2.3,0.5,0.3,1.3,1.3,3.0
12075,37214,108682,0.3,1.3,0.2,0.2,0.3,0.3,1.67
12076,37217,108682,0.3,0.3,0.2,0.2,0.3,0.3,1.67
12077,37220,108682,0.3,2.3,0.2,0.2,0.3,0.3,1.0
12078,37225,108684,2.3,2.3,0.5,0.3,0.3,1.3,2.67
12079,37226,108684,1.3,2.3,0.5,0.3,0.3,1.3,2.0
12080,37227,108684,2.3,2.3,0.5,0.3,0.3,0.3,2.33
12081,37228,108684,0.3,1.3,0.5,0.3,0.3,0.3,1.67
12082,37230,108686,1.3,1.3,0.5,0.3,1.3,1.3,3.0
12083,37231,108686,2.3,2.3,0.5,0.3,0.3,0.3,2.0
12084,37234,108688,2.3,2.3,1.0,0.3,0.3,0.3,2.33
12085,37238,108691,1.3,1.3,1.0,0.2,0.3,0.3,2.33
12086,37246,108694,3.3,3.3,0.5,0.3,1.3,1.3,3.0
12087,37247,108694,1.3,1.3,0.5,0.3,1.3,1.3,2.0
12088,37259,108699,1.3,3.3,1.0,0.3,0.3,0.3,2.67
12089,37262,108700,1.3,1.3,0.2,0.2,1.3,0.3,3.0
12090,37263,108700,1.3,2.3,0.2,0.2,0.3,0.3,1.67
12091,37264,108701,2.3,2.3,0.5,0.3,0.3,0.3,2.0
12092,37267,108702,2.3,2.3,0.2,1.0,1.3,1.3,2.67
12093,37268,108702,2.3,2.3,0.2,1.0,1.3,2.3,3.0
12094,37269,108702,2.3,2.3,0.2,1.0,1.3,1.3,2.67
12095,37270,108702,2.3,2.3,0.2,1.0,1.3,1.3,2.33
12096,37274,108702,1.3,2.3,0.2,1.0,1.3,1.3,2.0
12097,37278,108704,1.3,2.3,0.2,0.2,0.3,0.3,2.33
12098,37280,108704,2.3,2.3,0.2,0.2,0.3,0.3,1.67
12099,37293,108709,2.3,1.3,0.5,0.3,0.3,0.3,2.0
12100,37294,108710,1.3,1.3,0.5,0.3,1.3,1.3,1.0
12101,37297,108711,0.3,0.3,0.2,0.3,1.3,1.3,2.67
12102,37298,108711,2.3,3.3,0.2,0.3,0.3,0.3,1.33
12103,37304,108716,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12104,37307,108717,2.3,2.3,0.5,0.3,0.3,1.3,2.67
12105,37312,108718,0.3,2.3,0.2,0.2,0.3,0.3,2.33
12106,37319,108718,0.3,1.3,0.2,1.0,0.3,0.3,2.0
12107,37321,108718,0.3,1.3,0.2,1.0,0.3,0.3,2.67
12108,37334,108725,1.3,3.3,1.0,0.2,0.3,0.3,2.0
12109,37337,108725,1.3,3.3,1.0,0.2,0.3,0.3,2.67
12110,37343,108726,1.3,2.3,0.2,0.3,1.3,1.3,2.67
12111,37348,108727,1.3,1.3,0.2,0.2,1.3,1.3,2.33
12112,37354,108727,1.3,2.3,0.2,1.0,0.3,0.3,2.33
12113,37355,108727,1.3,2.3,0.2,0.2,0.3,0.3,3.0
12114,37361,108728,3.3,3.3,1.0,0.2,0.3,0.3,3.0
12115,37362,108728,2.3,3.3,1.0,0.2,0.3,0.3,3.0
12116,37364,108729,2.3,2.3,0.2,0.2,0.3,0.3,3.0
12117,37376,108734,1.3,1.3,1.0,0.2,0.3,0.3,2.33
12118,37377,108734,0.3,1.3,0.2,0.2,0.3,0.3,2.67
12119,37378,108735,0.3,1.3,0.2,0.2,0.3,0.3,3.0
12120,37382,108735,0.3,3.3,0.2,0.2,0.3,0.3,2.33
12121,37383,108735,1.3,1.3,0.2,0.2,0.3,0.3,2.0
12122,37385,108737,2.3,1.3,0.5,0.3,0.3,0.3,3.0
12123,37388,108738,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12124,37391,108741,0.3,1.3,0.5,0.3,0.3,0.3,2.33
12125,37392,108742,2.3,2.3,0.2,0.3,0.3,0.3,2.0
12126,37394,108743,2.3,2.3,0.5,0.3,0.3,0.3,2.67
12127,37395,108744,0.3,0.3,0.5,0.3,0.3,0.3,2.33
12128,37402,108745,1.3,2.3,0.2,0.3,0.3,0.3,2.67
12129,37403,108746,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12130,37413,108748,0.3,2.3,0.2,0.3,0.3,0.3,2.0
12131,37414,108748,1.3,4.3,0.2,0.3,0.3,0.3,3.0
12132,37415,108748,0.3,0.3,0.2,0.3,0.3,0.3,1.0
12133,37418,108748,3.3,3.3,0.2,0.3,0.3,0.3,2.67
12134,37423,108749,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12135,37424,108749,0.3,0.3,0.2,0.3,0.3,0.3,1.33
12136,37425,108749,0.3,0.3,0.2,0.3,0.3,0.3,1.0
12137,37429,108749,0.3,2.3,0.2,0.3,0.3,0.3,1.67
12138,37430,108749,0.3,1.3,0.2,0.3,0.3,0.3,1.0
12139,37431,108750,1.3,2.3,0.2,0.3,0.3,0.3,1.67
12140,37433,108750,2.3,2.3,0.2,0.3,0.3,0.3,1.0
12141,37434,108751,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12142,37440,108751,3.3,3.3,0.2,0.3,0.3,0.3,2.33
12143,37441,108751,2.3,3.3,0.2,0.3,0.3,0.3,3.0
12144,37443,108752,1.3,2.3,0.2,1.0,0.3,0.3,2.67
12145,37444,108752,1.3,3.3,0.2,1.0,0.3,0.3,3.0
12146,37449,108753,1.3,2.3,1.0,0.2,0.3,0.3,1.0
12147,37454,108755,4.3,2.3,0.2,0.3,0.3,0.3,3.0
12148,37456,108755,0.3,0.3,1.0,0.3,0.3,0.3,2.67
12149,37461,108756,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12150,37462,108757,0.3,0.3,0.2,0.3,1.3,1.3,3.0
12151,37463,108757,0.3,0.3,0.2,0.3,1.3,1.3,3.0
12152,37464,108757,1.3,1.3,0.2,0.3,1.3,1.3,2.67
12153,37468,108758,2.3,2.3,0.5,0.3,1.3,0.3,3.0
12154,37472,108760,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12155,37477,108763,0.3,2.3,0.2,1.0,0.3,0.3,1.0
12156,37481,108764,2.3,1.3,0.2,0.3,0.3,0.3,2.0
12157,37483,108764,2.3,1.3,0.2,0.3,0.3,0.3,2.33
12158,37487,108765,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12159,37489,108765,0.3,0.3,0.2,0.3,0.3,0.3,2.0
12160,37495,108765,3.3,3.3,0.2,0.3,0.3,0.3,3.0
12161,37497,108765,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12162,37501,108765,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12163,37503,108765,2.3,2.3,0.2,0.3,0.3,0.3,2.0
12164,37504,108766,1.3,2.3,0.2,0.3,1.3,1.3,2.67
12165,37505,108766,1.3,1.3,1.0,0.3,0.3,0.3,1.0
12166,37508,108766,0.3,0.3,0.2,0.3,0.3,0.3,1.33
12167,37512,108766,1.3,2.3,0.2,0.3,0.3,0.3,1.67
12168,37513,108766,1.3,1.3,0.2,0.3,0.3,0.3,2.33
12169,37522,108770,2.3,2.3,0.5,0.3,1.3,0.3,2.33
12170,37529,108771,2.3,2.3,0.2,0.2,0.3,0.3,1.33
12171,37531,108771,2.3,3.3,0.2,0.2,0.3,0.3,2.0
12172,37532,108772,2.3,2.3,0.2,0.3,0.3,0.3,2.0
12173,37538,108772,1.3,2.3,0.2,0.3,0.3,0.3,2.0
12174,37539,108772,3.3,2.3,0.2,0.3,0.3,0.3,1.33
12175,37541,108773,0.3,0.3,0.5,0.3,0.3,0.3,1.33
12176,37542,108774,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12177,37543,108775,1.3,1.3,0.5,0.3,1.3,0.3,3.0
12178,37544,108776,1.3,2.3,0.2,0.3,0.3,0.3,1.67
12179,37545,108776,1.3,1.3,0.2,0.3,0.3,0.3,2.0
12180,37547,108776,1.3,1.3,0.2,0.3,0.3,0.3,2.67
12181,37553,108776,1.3,1.3,0.2,0.3,0.3,0.3,2.0
12182,37559,108777,1.3,2.3,0.5,0.3,1.3,0.3,3.0
12183,37560,108778,2.3,2.3,0.2,0.2,1.3,0.3,2.67
12184,37563,108778,2.3,2.3,1.0,0.2,0.3,0.3,3.0
12185,37565,108778,2.3,2.3,0.2,0.2,0.3,0.3,1.67
12186,37571,108780,1.3,0.3,0.5,0.3,0.3,0.3,2.33
12187,37574,108781,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12188,37581,108784,1.3,1.3,0.2,0.3,0.3,0.3,2.0
12189,37589,108784,0.3,0.3,0.2,0.3,1.3,0.3,2.0
12190,37601,108784,1.3,1.3,0.2,0.3,0.3,0.3,2.0
12191,37602,108784,1.3,2.3,0.2,0.3,0.3,0.3,2.33
12192,37605,108785,1.3,1.3,0.5,0.3,0.3,0.3,1.33
12193,37607,108786,2.3,2.3,0.2,0.3,1.3,1.3,3.0
12194,37612,108786,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12195,37619,108789,3.3,3.3,0.2,0.2,0.3,0.3,3.0
12196,37621,108790,1.3,1.3,0.2,0.3,0.3,0.3,2.67
12197,37623,108790,2.3,2.3,1.0,0.3,0.3,0.3,3.0
12198,37624,108790,1.3,1.3,1.0,0.3,0.3,0.3,1.33
12199,37626,108790,1.3,0.3,0.2,0.3,0.3,0.3,2.0
12200,37629,108791,1.3,1.3,0.2,0.2,0.3,0.3,2.33
12201,37634,108792,3.3,1.3,0.2,0.2,0.3,0.3,2.67
12202,37636,108792,3.3,2.3,0.2,0.2,0.3,0.3,1.67
12203,37637,108792,3.3,1.3,0.2,0.2,0.3,0.3,2.33
12204,37638,108792,2.3,0.3,0.2,0.2,0.3,0.3,2.33
12205,37640,108793,1.3,2.3,0.2,0.2,0.3,0.3,1.33
12206,37641,108793,1.3,1.3,0.2,1.0,2.3,3.3,2.67
12207,37646,108794,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12208,37648,108794,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12209,37652,108794,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12210,37654,108794,3.3,3.3,0.2,0.3,0.3,0.3,3.0
12211,37660,108796,1.3,1.3,0.2,0.3,0.3,0.3,2.67
12212,37665,108797,1.3,1.3,0.2,0.3,0.3,0.3,3.0
12213,37667,108798,4.3,4.3,0.5,0.3,0.3,0.3,3.0
12214,37668,108798,3.3,3.3,0.5,0.3,0.3,0.3,2.33
12215,37669,108799,2.3,1.3,0.2,0.3,1.3,0.3,1.33
12216,37674,108801,0.3,0.3,0.5,0.3,0.3,0.3,2.33
12217,37676,108802,0.3,1.3,0.2,0.3,0.3,0.3,1.0
12218,37677,108802,1.3,3.3,1.0,0.3,0.3,0.3,2.67
12219,37678,108802,1.3,2.3,0.2,0.3,0.3,0.3,3.0
12220,37680,108803,0.3,0.3,0.5,0.3,0.3,0.3,2.33
12221,37681,108803,0.3,1.3,0.5,0.3,0.3,0.3,3.0
12222,37686,108804,1.3,1.3,1.0,0.3,1.3,1.3,3.0
12223,37687,108804,2.3,2.3,1.0,0.3,0.3,0.3,2.33
12224,37689,108804,3.3,2.3,0.2,0.3,0.3,0.3,2.67
12225,37695,108806,2.3,2.3,0.2,0.2,0.3,0.3,2.0
12226,37698,108806,1.3,1.3,1.0,0.2,0.3,0.3,3.0
12227,37701,108807,2.3,1.3,1.0,0.3,1.3,1.3,3.0
12228,37706,108807,0.3,1.3,0.2,0.3,0.3,0.3,2.67
12229,37708,108809,0.3,1.3,0.2,0.3,1.3,1.3,3.0
12230,37710,108809,2.3,2.3,1.0,0.3,1.3,1.3,2.33
12231,37716,108812,4.3,4.3,0.5,0.3,0.3,0.3,2.33
12232,37719,108814,0.3,2.3,0.2,0.3,0.3,0.3,2.67
12233,37728,108817,2.3,2.3,0.5,0.3,1.3,1.3,3.0
12234,37735,108820,3.3,3.3,0.2,0.2,1.3,1.3,2.0
12235,37742,108822,1.3,1.3,1.0,0.3,0.3,0.3,2.33
12236,37745,108823,1.3,3.3,0.2,0.3,0.3,0.3,2.33
12237,37746,108823,2.3,2.3,0.2,0.3,0.3,0.3,1.0
12238,37747,108824,3.3,2.3,1.0,0.2,0.3,1.3,2.33
12239,37748,108824,7.3,5.3,1.0,1.0,1.3,1.3,2.33
12240,37749,108824,1.3,1.3,0.2,0.2,1.3,0.3,3.0
12241,37754,108825,2.3,2.3,1.0,0.3,0.3,0.3,3.0
12242,37759,108828,1.3,1.3,0.5,0.3,0.3,0.3,2.67
12243,37763,108829,1.3,1.3,0.2,0.3,0.3,0.3,1.33
12244,37764,108829,1.3,2.3,0.2,0.3,0.3,0.3,2.67
12245,37765,108829,0.3,0.3,0.2,0.3,0.3,0.3,2.67
12246,37767,108829,2.3,2.3,1.0,0.3,0.3,0.3,2.0
12247,37768,108829,0.3,0.3,0.2,0.3,0.3,0.3,2.0
12248,37769,108829,1.3,1.3,0.2,0.3,0.3,0.3,2.33
12249,37773,108831,3.3,2.3,0.2,0.3,0.3,0.3,2.67
12250,37774,108832,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12251,37775,108833,3.3,3.3,0.5,0.3,0.3,0.3,2.67
12252,37780,108835,1.3,1.3,0.2,0.3,1.3,1.3,2.0
12253,37782,108837,0.3,0.3,0.5,0.3,0.3,0.3,1.0
12254,37783,108838,1.3,1.3,0.2,0.2,1.3,1.3,3.0
12255,37787,108839,1.3,2.3,0.2,0.3,0.3,0.3,1.67
12256,37791,108839,2.3,1.3,0.2,0.3,0.3,0.3,2.67
12257,37793,108840,1.3,1.3,0.5,0.3,1.3,1.3,2.67
12258,37800,108841,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12259,37801,108841,0.3,0.3,0.2,0.3,0.3,0.3,1.33
12260,37803,108843,1.3,1.3,0.2,0.3,1.3,0.3,3.0
12261,37812,108845,0.3,1.3,0.2,0.2,0.3,0.3,1.67
12262,37816,108848,1.3,1.3,0.5,0.3,0.3,0.3,1.0
12263,37817,108849,1.3,1.3,0.5,0.3,0.3,0.3,2.33
12264,37824,108852,1.3,0.3,0.5,0.3,0.3,0.3,3.0
12265,37825,108853,2.3,2.3,0.5,0.3,0.3,0.3,2.67
12266,37826,108853,0.3,1.3,0.5,0.3,0.3,0.3,3.0
12267,37828,108853,0.3,0.3,0.5,0.3,0.3,0.3,2.67
12268,37829,108854,1.3,1.3,1.0,0.3,0.3,0.3,3.0
12269,37836,108858,3.3,2.3,0.5,0.3,0.3,0.3,3.0
12270,37839,108860,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12271,37841,108860,2.3,3.3,1.0,0.3,1.3,1.3,2.67
12272,37845,108861,1.3,2.3,0.5,0.3,0.3,0.3,2.67
12273,37846,108862,0.3,0.3,0.5,0.3,0.3,1.3,2.33
12274,37850,108863,1.3,2.3,0.2,0.3,0.3,0.3,2.33
12275,37852,108863,1.3,2.3,0.2,0.3,1.3,0.3,1.67
12276,37854,108863,1.3,2.3,0.2,0.3,0.3,0.3,2.33
12277,37857,108863,0.3,1.3,0.2,0.3,0.3,0.3,2.33
12278,37864,108865,0.3,2.3,0.5,0.3,0.3,0.3,1.67
12279,37865,108865,0.3,2.3,0.5,0.3,0.3,0.3,3.0
12280,37866,108866,2.3,2.3,0.5,0.3,1.3,1.3,2.67
12281,37873,108869,2.3,2.3,0.5,0.3,0.3,0.3,2.67
12282,37875,108870,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12283,37878,108873,0.3,0.3,0.2,0.2,0.3,0.3,2.33
12284,37879,108873,2.3,1.3,0.2,0.2,0.3,0.3,3.0
12285,37880,108873,2.3,2.3,0.2,0.2,0.3,0.3,2.67
12286,37884,108874,0.3,3.3,0.2,0.2,0.3,0.3,2.0
12287,37890,108875,0.3,0.3,0.2,0.2,0.3,0.3,2.67
12288,37901,108879,2.3,2.3,0.5,0.3,0.3,0.3,2.33
12289,37905,108881,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12290,37914,108886,1.3,1.3,0.5,0.3,0.3,0.3,3.0
12291,37915,108887,2.3,2.3,0.5,0.3,0.3,0.3,3.0
12292,37920,108889,1.3,2.3,0.5,0.3,0.3,0.3,3.0
12293,37922,108891,0.3,0.3,0.5,0.3,0.3,0.3,2.33
12294,37937,108897,1.3,1.3,1.0,0.3,0.3,0.3,2.33
12295,37939,108898,2.3,3.3,0.2,1.0,0.3,0.3,2.33
12296,37941,108899,0.3,1.3,0.2,0.3,0.3,0.3,2.67
12297,37948,108899,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12298,37952,108899,1.3,1.3,0.2,0.3,0.3,0.3,1.67
12299,37954,108899,0.3,0.3,0.2,0.3,0.3,0.3,1.33
12300,37955,108899,1.3,1.3,0.2,0.3,0.3,0.3,2.67
12301,37956,108899,2.3,2.3,0.2,0.3,0.3,0.3,2.0
12302,37959,108900,1.3,1.3,0.2,0.2,0.3,0.3,2.0
12303,37963,108902,2.3,0.3,0.5,0.3,0.3,0.3,3.0
12304,37966,108905,3.3,2.3,0.5,0.3,0.3,0.3,3.0
12305,37967,108906,1.3,1.3,0.5,0.3,1.3,1.3,3.0
12306,37971,108908,0.3,0.3,0.2,0.3,0.3,0.3,1.67
12307,37976,108909,0.3,0.3,0.5,0.3,1.3,0.3,2.67
12308,37982,108911,0.3,1.3,0.2,0.3,0.3,0.3,3.0
12309,37984,108911,2.3,2.3,0.2,0.3,0.3,0.3,3.0
12310,37985,108911,3.3,2.3,0.2,0.3,0.3,0.3,2.67
12311,37989,108911,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12312,37996,108914,2.3,1.3,0.2,0.3,0.3,0.3,2.0
12313,37997,108914,4.3,2.3,0.2,0.3,0.3,0.3,2.67
12314,38004,108918,1.3,1.3,1.0,0.3,1.3,1.3,2.67
12315,38009,108919,2.3,2.3,0.2,0.3,0.3,0.3,2.67
12316,38010,108919,2.3,2.3,0.2,0.3,0.3,0.3,2.33
12317,38011,108920,2.3,0.3,0.5,0.3,0.3,0.3,3.0
12318,38013,108922,1.3,1.3,0.2,0.3,1.3,1.3,2.67
12319,38016,108922,3.3,3.3,0.2,0.3,0.3,0.3,2.67
12320,38023,108922,0.3,0.3,0.2,0.3,0.3,0.3,3.0
12321,38027,108923,1.3,1.3,0.5,0.3,1.3,0.3,2.33
12322,38033,108926,0.3,1.3,0.2,0.3,0.3,0.3,2.33
12323,38035,108926,0.3,1.3,0.2,0.3,0.3,0.3,1.33
12324,38041,108929,1.3,2.3,0.5,0.3,0.3,0.3,3.0
12325,38042,108930,1.3,1.3,0.2,0.3,1.3,1.3,2.67
12326,38046,108930,2.3,1.3,1.0,0.3,0.3,0.3,2.33
12327,38053,108932,3.3,3.3,0.2,0.3,0.3,0.3,3.0
12328,38056,108934,0.3,1.3,0.2,0.3,2.3,0.3,2.33
12329,38058,108934,1.3,1.3,0.2,0.3,0.3,0.3,1.33
12330,38059,108934,0.3,0.3,0.2,0.3,0.3,0.3,2.0
12331,38066,108934,1.3,1.3,1.0,0.3,0.3,0.3,2.33
12332,38067,108934,1.3,2.3,0.2,0.3,0.3,0.3,2.0
