,product_uid,material
355812,125534.0,PVC
355835,125539.0,Medium Density Fiberboard (MDF)
355881,125544.0,Cedar
355917,125547.0,Plastic
355972,125553.0,Plastic
356022,125556.0,Galvanized Steel
356100,125567.0,Steel
356132,125572.0,Fabric
356202,125583.0,Copper
356304,125592.0,PVC
356337,125594.0,Wood
356359,125595.0,Vinyl
356413,125599.0,Copper
356424,125600.0,Other
356467,125608.0,Zinc Coated
356468,125608.0,Galvanized Steel
356483,125609.0,Medium Density Fiberboard (MDF)
356511,125611.0,Wood
356530,125619.0,Wood
356619,125631.0,Thermoplastic
356676,125637.0,PVC
356689,125646.0,Galvanized Steel
356739,125649.0,Metal
356776,125650.0,Wood
356820,125653.0,Plastic
356865,125670.0,PVC
356955,125677.0,Aluminum
357125,125692.0,Metal
357155,125694.0,Steel
357177,125695.0,Porcelain
357347,125708.0,Aluminum
357369,125709.0,Polyester
357443,125711.0,Laminate
357567,125728.0,Steel
357691,125746.0,Wood
357706,125749.0,Steel
357731,125750.0,Brass
357798,125763.0,Metal
358010,125774.0,Steel
358033,125775.0,Brass
358050,125776.0,Zinc
358064,125778.0,Plastic
358086,125780.0,Vinyl
358186,125792.0,Metal
358222,125794.0,Aluminum
358259,125799.0,Laminate
358277,125802.0,Copper
358362,125811.0,Plastic
358467,125818.0,Thermoplastic
358486,125819.0,Medium Density Fiberboard (MDF)
358717,125834.0,Galvanized Steel
358813,125842.0,Porcelain
358904,125849.0,Plastic
359108,125885.0,Solid Surface
359298,125896.0,Plastic
359462,125911.0,Cast Metal
359479,125913.0,Mortar
359593,125923.0,Wood
359711,125934.0,Aluminum
359900,125946.0,Composite
359901,125946.0,Compression Molded Fiberglas and Resin
359929,125953.0,Vinyl
359951,125960.0,Fibre Reinforced Polymer (FRP)
360005,125962.0,Fiberglass
360030,125966.0,Plastic
360136,125973.0,Steel
360341,125996.0,Composite
360489,126010.0,Wood
360522,126016.0,Vinyl
360579,126020.0,PVC
360759,126041.0,Brass
360824,126043.0,Brass
360903,126046.0,Plastic
360922,126048.0,Brass
360957,126049.0,Vinyl
360991,126051.0,Stainless Steel
361021,126053.0,Cast Metal
361040,126054.0,Concrete
361133,126066.0,Metal
361152,126067.0,Brass
361310,126074.0,Vinyl
361416,126084.0,Plastic
361449,126089.0,Bronze
361594,126101.0,Wood
361624,126102.0,PVC
361768,126110.0,Copper
361956,126127.0,Metal
362030,126136.0,Laminate
362051,126138.0,Wood
362207,126151.0,Laminate
362228,126152.0,Polypropylene
362380,126162.0,Wood
362417,126165.0,Drywall
362513,126171.0,Composite
362541,126175.0,Metal
362562,126176.0,Brass
362585,126177.0,Aluminum
362619,126183.0,Plastic
362805,126194.0,Resin
362851,126197.0,Wood
362902,126207.0,Metal
362918,126211.0,Aluminum
363059,126222.0,Composite
363118,126227.0,Solid Brass
363172,126235.0,Wood
363304,126244.0,Metal
363557,126271.0,Plastic
363571,126276.0,Steel
363590,126277.0,Metal
363614,126283.0,Metal
363657,126286.0,Vinyl
363688,126288.0,HDF core
363689,126288.0,Laminate
363752,126296.0,PVC
363802,126300.0,Plastic
363840,126305.0,Plastic
363890,126307.0,Galvanized Steel
363906,126308.0,Medium Density Fiberboard (MDF)
363936,126310.0,Vinyl
364024,126314.0,Steel
364036,126315.0,Aluminum
364061,126316.0,Solid Brass
364207,126331.0,Aluminum
364316,126344.0,Ceramic
364367,126347.0,Steel
364492,126361.0,Sandstone
364545,126365.0,Acrylic
364626,126377.0,Galvanized Steel
364645,126382.0,Other
364646,126382.0,Polyester
364860,126389.0,Wood
364893,126392.0,Stainless Steel
364937,126395.0,Stainless Steel
364976,126397.0,Fiberglass
364994,126399.0,Steel
365160,126413.0,Vitreous China
365189,126415.0,Steel
365283,126420.0,Aluminum
365301,126421.0,Steel
365358,126428.0,Metal
365429,126438.0,Polypropylene
365495,126451.0,Composite
365515,126454.0,Rubber
365538,126455.0,Wood
365630,126467.0,Polyurethane
365644,126468.0,Stamped Steel
365712,126470.0,Brass
365742,126474.0,Rubber
365765,126477.0,Steel
365801,126481.0,Polypropylene
365868,126492.0,Vinyl
365915,126498.0,Galvanized Steel
365933,126499.0,Cedar
365963,126504.0,Steel
366007,126507.0,Rubber
366052,126510.0,Acrylic
366088,126511.0,Acrylic
366119,126514.0,Fiberglass
366139,126515.0,Rubber
366157,126517.0,Wood
366269,126529.0,Steel
366359,126538.0,Wood
366387,126543.0,PVC
366407,126547.0,Copper
366478,126551.0,Vinyl
366523,126554.0,Metal
366630,126566.0,Nylon
366653,126572.0,Steel
366704,126578.0,Vinyl
366727,126580.0,Fiberboard
366746,126581.0,Plastic
366758,126583.0,Galvanized Steel
366759,126583.0,Metal
366856,126590.0,Aluminum
366878,126591.0,Polypropylene
366901,126595.0,Brass
366932,126596.0,Laminate
367034,126604.0,Steel
367059,126605.0,Vinyl
367116,126610.0,Steel
367190,126614.0,Wood
367215,126615.0,Fiberglass
367233,126620.0,Vitreous China
367282,126622.0,Steel
367405,126636.0,Manufactured from laminated particle board
367426,126637.0,Zinc Coated
367427,126637.0,Galvanized Steel
367445,126639.0,Wood
367485,126643.0,Steel
367564,126649.0,Composite
367749,126656.0,Steel
367799,126660.0,Brass
367821,126664.0,Plastic
367942,126670.0,Wood
367996,126675.0,Polypropylene
368114,126681.0,Steel
368181,126696.0,Vinyl
368283,126705.0,PVC
368393,126710.0,Fiberglass
368481,126718.0,Steel
368592,126728.0,Porcelain
368653,126735.0,Composite
368721,126741.0,Metal
368854,126749.0,Steel
368875,126750.0,Plastic
368894,126751.0,Wood
369007,126758.0,Galvanized Steel
369067,126765.0,Nylon
369190,126775.0,Stainless Steel
369380,126788.0,Aluminum
369461,126792.0,Brass
369498,126795.0,Brass
369544,126803.0,Metal
369587,126805.0,Stainless Steel
369684,126816.0,Brass
369820,126826.0,Wood
369996,126841.0,Steel
370013,126844.0,Medium Density Fiberboard (MDF)
370030,126846.0,Metal
370048,126848.0,Steel
370185,126860.0,Metal
370246,126863.0,Composite
370365,126870.0,Vinyl
370408,126875.0,Other
370501,126883.0,PVC
370556,126890.0,Metal
370661,126900.0,Rubber
370740,126914.0,Polycarbonate
370811,126920.0,PVC
370893,126929.0,Wood
370966,126937.0,Steel
370995,126938.0,Solid Brass
371066,126946.0,Wood
371185,126952.0,PVC
371217,126953.0,Acrylic
371259,126958.0,Metal
371299,126960.0,"Brass dispenser, plastic bottle"
371300,126960.0,Plastic
371316,126963.0,Glass
371335,126965.0,Galvanized Steel
371336,126965.0,Metal
371434,126972.0,Metal
371502,126978.0,Fiberglass
371613,126995.0,Vinyl
371630,126996.0,Metal
371704,127002.0,Other
371755,127007.0,Galvanized Steel
371890,127019.0,Metal
371949,127028.0,Galvanized Steel
371969,127032.0,Wood
372042,127035.0,Laminate
372140,127040.0,Plastic
372253,127045.0,Plastic
372372,127058.0,Wood
372411,127063.0,Vinyl
372440,127064.0,Steel
372483,127071.0,Vinyl
372581,127079.0,Polypropylene
372655,127082.0,Wood
372682,127083.0,Polyethylene
372814,127095.0,Vitreous China
372995,127119.0,Vinyl
373014,127124.0,Iron
373093,127129.0,Brass
373123,127133.0,Aluminum
373198,127144.0,PVC
373258,127150.0,Steel
373294,127155.0,Plastic
373310,127156.0,Steel
373332,127159.0,Steel
373349,127164.0,Galvanized Steel
373373,127165.0,Steel
373391,127169.0,Cast Metal
373433,127172.0,Polyurethane
373455,127174.0,Acrylic
373563,127178.0,Composite
373580,127182.0,Rubber and Steel
373680,127186.0,Other
373738,127192.0,Thermoplastic
373768,127194.0,Plastic
373942,127209.0,PVC
374046,127220.0,Metal
374066,127222.0,Maple
374124,127228.0,Metal
374140,127230.0,Stainless Steel
374285,127240.0,Zinc Coated
374286,127240.0,Galvanized Steel
374318,127242.0,Vitreous China
374424,127245.0,Wood
374513,127249.0,Metal
374542,127256.0,Manila
374571,127260.0,Other
374670,127263.0,Vinyl
374780,127270.0,Plastic
374798,127271.0,Plastic
374847,127281.0,Medium Density Fiberboard (MDF)
374871,127286.0,Steel
374952,127295.0,"Stainless Steel, Wood"
375031,127300.0,Vinyl
375058,127301.0,Foam
375059,127301.0,Foam-rubber
375157,127306.0,Steel
375158,127306.0,Stoneware/Stamped Steel York ABS Pump Head
375192,127309.0,Aluminum
375245,127318.0,100% post industrial recycled synthetic fibers with all natural rubber
375263,127319.0,Steel
375320,127323.0,Plated steel
375346,127326.0,Brass
375460,127339.0,Plastic
375546,127345.0,Steel
375596,127358.0,Steel
375651,127363.0,Plastic
375727,127368.0,Acrylic
375747,127370.0,Porcelain enamel over steel
375764,127374.0,Wood
375784,127380.0,"30% diisononyl phthalate, 28% PVC, 25% calcium carbonate, 17% polyester"
375822,127383.0,Steel
376051,127394.0,Steel
376081,127395.0,Wood
376133,127397.0,PVC
376150,127398.0,Plastic
376218,127406.0,Plastic
376344,127412.0,Wood
376359,127413.0,Metal
376439,127417.0,Wire
376452,127420.0,Plastic
376473,127421.0,63% Polyester - 37% Pvc
376613,127433.0,Vinyl
376782,127444.0,Steel
376880,127453.0,Steel
376897,127455.0,Wood
376974,127469.0,Thermoplastic
376998,127471.0,Steel
377091,127482.0,Other
377134,127485.0,PVC
377154,127486.0,Plastic
377170,127487.0,Stainless Steel
377217,127491.0,porcelain coated cast iron
377244,127493.0,Metal
377289,127495.0,Steel
377303,127499.0,Steel
377321,127501.0,Steel
377423,127508.0,Steel
377450,127511.0,Vinyl
377464,127516.0,Acrylonitrile Butadiene Styrene (ABS)
377486,127517.0,Plastic
377511,127524.0,Composite
377795,127550.0,Plastic
377848,127557.0,Fiberglass
377965,127564.0,Metal
378010,127565.0,Steel
378048,127568.0,Vitreous China
378142,127578.0,Galvanized Steel
378236,127584.0,PVC
378261,127586.0,Metal
378316,127597.0,Brass
378336,127598.0,Brass
378389,127603.0,Steel
378531,127617.0,Steel
378562,127619.0,Laminate
378604,127623.0,Metal
378618,127626.0,Plastic
378794,127642.0,PVC
378850,127644.0,Stainless Steel
378973,127661.0,Plastic
379075,127675.0,Cast Metal
379110,127677.0,Acrylonitrile Butadiene Styrene (ABS)
379134,127679.0,Galvanized Steel
379194,127685.0,Stainless Steel
379242,127688.0,Aluminum
379598,127718.0,Vitreous China
379620,127722.0,Aluminum
379685,127725.0,Vitreous China
379708,127726.0,Plastic
379731,127727.0,PVC
379748,127728.0,Polypropylene
379778,127731.0,Plastic
379909,127747.0,Metal
379973,127753.0,Metal
380025,127759.0,Laminate
380049,127760.0,Steel
380229,127777.0,Nylon
380254,127782.0,Cardboard
380266,127783.0,Plastic
380290,127785.0,Vinyl
380344,127792.0,Galvanized Steel
380389,127799.0,Metal
380414,127803.0,Vinyl
380548,127816.0,Clay
380565,127818.0,Brass
380656,127833.0,Plastic
380676,127834.0,Metal
380694,127835.0,Manila
380754,127840.0,Vitreous China
380850,127846.0,Iron
380980,127853.0,Wood
381086,127860.0,Rubber
381158,127870.0,Plastic
381226,127883.0,PVC
381272,127887.0,Metal
381478,127909.0,Mesh Material with Dry Adhesive
381517,127913.0,Brass
381538,127915.0,Aluminum
381558,127916.0,Vitreous China
381654,127925.0,Galvanized Steel
381718,127932.0,Metal
381826,127949.0,Plastic
381876,127958.0,Polyurethane
381970,127965.0,Composite
382014,127968.0,Multi-Surface
382029,127969.0,Steel
382123,127977.0,Other
382124,127977.0,Polyester
382180,127981.0,Vinyl
382250,127988.0,Steel
382280,128000.0,Fiberglass
382308,128002.0,Composite
382378,128006.0,Other
382436,128011.0,Galvanized Steel
382451,128013.0,Plastic
382486,128018.0,Stone
382507,128020.0,Aluminum
382558,128024.0,Composite
382654,128043.0,7% Polyester - 93% Pvc
382737,128053.0,Clay
382826,128059.0,Brass
382978,128074.0,Wood
383072,128081.0,Acrylic
383102,128088.0,Composite
383159,128097.0,Vinyl
383177,128098.0,Plastic
383211,128100.0,Stainless Steel
383352,128110.0,Steel
383415,128113.0,Steel
383424,128119.0,Wood
383469,128123.0,Plastic
383609,128138.0,Plastic
383634,128143.0,Cast Metal
383741,128160.0,Plastic
383788,128166.0,Solid Surface
383878,128171.0,Wood
383952,128180.0,Metal
384008,128182.0,Plastic
384095,128191.0,Brass
384141,128198.0,Wood
384199,128203.0,Brass
384259,128216.0,Wood
384380,128221.0,Wood
384409,128223.0,PVC
384448,128224.0,Aluminum
384573,128232.0,PVC
384591,128234.0,Zinc
384714,128242.0,Metal
384831,128251.0,Nylon
384854,128252.0,Steel
384901,128258.0,Acrylic
384917,128262.0,Concrete
384967,128265.0,Plastic
385084,128276.0,Steel
385122,128280.0,Steel
385215,128292.0,Composite
385306,128303.0,Metal
385322,128305.0,Vinyl
385338,128307.0,Plastic
385457,128318.0,Grapevine over wire frame
385510,128323.0,Steel
385669,128332.0,Aluminum
385804,128340.0,Vitreous China
385925,128345.0,Aluminum
386150,128363.0,Thermoplastic
386246,128370.0,Steel
386268,128374.0,Copper
386284,128376.0,Wood
386299,128377.0,Wood
386399,128387.0,Vinyl
386413,128390.0,Rubber
386474,128394.0,Solid Brass
386493,128396.0,Plastic
386621,128401.0,Polyurethane
386686,128407.0,Wood
386726,128412.0,Cedar
386779,128415.0,Stainless Steel
386801,128419.0,Vinyl
386841,128423.0,Steel
386960,128433.0,Steel
387090,128443.0,Cotton
387110,128446.0,Vinyl
387155,128455.0,Medium Density Fiberboard (MDF)
387181,128458.0,Metal
387308,128469.0,Composite
387478,128482.0,Resin
387493,128484.0,Vinyl
387514,128485.0,Glass
387644,128497.0,PVC
387696,128501.0,Plastic
387718,128504.0,Stainless Steel
387771,128509.0,Laminate
387826,128515.0,Wood
388053,128534.0,Cast Metal
388074,128535.0,Stainless Steel
388107,128537.0,Quartz
388139,128538.0,Acrylic
388291,128548.0,Granite
388316,128549.0,Composite
388376,128556.0,Laminate
388451,128562.0,Polypropylene
388471,128563.0,Metal
388631,128580.0,Metal
388654,128581.0,Steel
388680,128587.0,Acrylic
388705,128588.0,Thermoplastic
388754,128590.0,Brass
388865,128594.0,Composite
388896,128598.0,Laminated Particle Board
389083,128627.0,Stainless Steel
389220,128632.0,Metal
389346,128641.0,PVC
389627,128656.0,Bamboo
389662,128657.0,Vitreous China
389686,128658.0,Plastic
389708,128662.0,PVC
389754,128667.0,Composite
389766,128668.0,Steel
389783,128669.0,Steel
389821,128671.0,Vinyl
389933,128677.0,Steel
390077,128688.0,Vinyl
390102,128693.0,Wood
390125,128694.0,Acrylic
390172,128705.0,Stainless Steel
390193,128707.0,Constructed of Composite Board and highly durable PVC laminate
390219,128708.0,Metal
390243,128709.0,Steel
390263,128713.0,Aluminum
390299,128715.0,Steel
390355,128717.0,Thermoplastic
390421,128725.0,Plastic
390531,128734.0,Particle Board
390589,128740.0,Quartz
390729,128754.0,Metal
390932,128770.0,Aluminum
390954,128772.0,Metal
391039,128789.0,Metal
391159,128796.0,Laminate
391230,128801.0,Vinyl
391244,128804.0,Medium Density Fiberboard (MDF)
391306,128808.0,Plastic
391350,128812.0,PVC
391426,128821.0,Fiberboard
391455,128823.0,Vitreous China
391505,128828.0,Vinyl
391595,128846.0,Vitreous China
391623,128847.0,Stainless Steel
391685,128859.0,Aluminum
392003,128899.0,Steel
392250,128920.0,Stone
392310,128924.0,"Rubberwood, Solid Wood, CA Firefoam, PU"
392408,128930.0,Steel
392475,128944.0,Laminate
392492,128946.0,Composite
392640,128956.0,Resin
392717,128960.0,Cross-Linked Polyethylene (PEX)
392811,128965.0,Steel
392911,128972.0,Stainless steel
392912,128972.0,Stainless Steel
392963,128974.0,Metal
393078,128980.0,Brass
393101,128983.0,Metal
393160,128989.0,Wood
393184,128990.0,Aluminum
393224,128994.0,Wood
393330,129001.0,Wood
393389,129005.0,PVC
393443,129009.0,Stainless Steel
393521,129015.0,Vitreous China
393542,129017.0,Polyester
393619,129030.0,PVC
393658,129034.0,Brass
393673,129040.0,Metal
393767,129045.0,Steel
393788,129048.0,Metal
393828,129052.0,Cotton
393854,129054.0,Other
393904,129056.0,Concrete
393925,129059.0,Steel
393977,129061.0,Aluminum
394030,129065.0,Plastic
394050,129066.0,Cast Metal
394099,129069.0,Plastic
394155,129071.0,Metal
394190,129074.0,Multi-Surface
394284,129094.0,Plastic
394341,129099.0,Laminate
394533,129120.0,Laminate
394552,129121.0,Plastic
394567,129122.0,Wood
394603,129125.0,Vitreous China
394670,129130.0,Polypropylene
394700,129135.0,Composite
394726,129137.0,Galvanized Steel
394778,129140.0,Chlorinated Poly Vinyl Chloride (CPVC)
394902,129147.0,Polyester
394978,129152.0,Metal
395004,129156.0,Steel
395133,129170.0,Steel
395181,129176.0,Metal
395201,129177.0,Aluminum
395330,129190.0,Fiberglass
395417,129210.0,Nickel
395447,129213.0,Plastic
395523,129223.0,Metal
395675,129233.0,Fabric
395743,129243.0,Wood
395784,129246.0,Steel
395812,129251.0,Aluminum
395881,129262.0,Vinyl
395961,129270.0,Wood
395977,129271.0,Resin
395999,129273.0,Plastic
396031,129275.0,Vinyl
396052,129277.0,Steel
396062,129281.0,Brass
396170,129289.0,Fiberglass
396325,129304.0,Plastic
396362,129312.0,PVC
396405,129319.0,Metal
396460,129324.0,Steel
396481,129326.0,Steel
396527,129333.0,Brass
396573,129339.0,Steel
396611,129350.0,Granite
396630,129354.0,Vinyl
396644,129358.0,Brass
396714,129360.0,Solid Brass
396909,129372.0,Steel
396935,129373.0,Cast Iron
396991,129376.0,Steel
397047,129383.0,Plastic
397273,129407.0,Copper
397295,129412.0,Cotton
397329,129416.0,Fiberglass
397363,129418.0,Composite
397538,129426.0,Wood
397569,129429.0,Polyester
397654,129431.0,Stainless Steel
397697,129436.0,Rubber
397730,129437.0,Aluminum
397977,129460.0,Acrylic
398056,129474.0,Polyester
398074,129475.0,Plastic
398197,129484.0,Metal
398249,129491.0,Rubber
398375,129504.0,Steel
398400,129506.0,Aluminum
398731,129528.0,Laminate
398759,129533.0,Thermoplastic
398849,129540.0,Bamboo
398985,129548.0,Zinc Coated
398986,129548.0,Galvanized Steel
399092,129556.0,Plastic
399130,129562.0,Gravel
399229,129576.0,Composite
399273,129577.0,Metal
399295,129578.0,Pine
399358,129583.0,Other
399413,129586.0,Vinyl
399564,129595.0,Aluminum
399583,129597.0,Steel
399734,129607.0,Stainless Steel
399757,129611.0,Polyester
399793,129613.0,Metal
399919,129622.0,Galvanized Steel
399990,129635.0,Plastic
400068,129644.0,Steel
400117,129651.0,Polyester
400160,129656.0,Metal
400224,129672.0,Aluminum
400302,129678.0,Metal
400324,129680.0,Composite
400337,129683.0,Wood
400440,129690.0,Steel
400542,129697.0,PVC
400646,129709.0,Steel
400668,129711.0,Composite
400687,129712.0,Other
400727,129720.0,Copper
400758,129726.0,Stainless Steel
400855,129732.0,Plastic
400872,129733.0,Plastic
400909,129736.0,Plastic
400947,129738.0,Fiberglass
401105,129751.0,Steel
401121,129755.0,Galvanized Steel
401188,129761.0,Medium Density Fiberboard (MDF)
401282,129764.0,Fabric
401298,129765.0,Steel
401389,129779.0,Nylon
401502,129795.0,Galvanized Steel
401519,129796.0,Plastic
401533,129797.0,Brass
401562,129798.0,MDF / Composite Wood
401593,129801.0,Plastic
401620,129804.0,Steel
401671,129807.0,Composite
401731,129813.0,Breathable Polyethylene
401754,129817.0,Paper
401952,129841.0,Steel
402068,129855.0,Metal
402093,129857.0,Wood
402200,129867.0,Plastic
402336,129872.0,Steel
402521,129886.0,Stainless Steel
402554,129888.0,Wood
402620,129893.0,PVC
402653,129894.0,Wood
402667,129896.0,Aluminum
402770,129912.0,Galvanized Steel
403013,129923.0,Laminate
403014,129923.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
403132,129938.0,Steel
403221,129951.0,Steel
403267,129955.0,Cast Metal
403282,129957.0,Wood
403304,129959.0,Thermoplastic
403338,129960.0,Steel
403357,129961.0,Thermoplastic
403448,129971.0,Metal
403468,129973.0,Vinyl
403490,129975.0,Aluminum
403544,129989.0,Metal
403560,129991.0,Cast Iron
403581,129992.0,Plastic
403622,129994.0,Resin
403667,129997.0,Steel
403692,129998.0,Galvanized Steel
403790,130009.0,Vinyl
403849,130015.0,Metal
403865,130016.0,Steel
403978,130030.0,Composite
404129,130041.0,Granite
404158,130042.0,Natural Stone
404240,130054.0,Wood
404252,130055.0,PVC
404416,130065.0,Brass
404440,130068.0,Wood
404473,130070.0,Steel
404526,130073.0,Acrylic over wire frame
404615,130079.0,Stone
404627,130080.0,Metal
404643,130082.0,Wood
404656,130084.0,Polypropylene
404840,130102.0,Metal
405107,130120.0,Plastic
405243,130126.0,Aluminum
405298,130134.0,Steel
405313,130136.0,Steel
405447,130149.0,Composite
405487,130154.0,Stainless Steel
405646,130167.0,"15% Polyester, 85%  Pvc Foam"
405870,130182.0,Resin
405954,130193.0,Brass
405972,130194.0,Steel
406170,130211.0,Solid Brass
406184,130213.0,Plastic
406223,130218.0,Other
406249,130220.0,Wood
406260,130222.0,Plastic
406356,130229.0,Other
406456,130239.0,Stainless Steel
406476,130245.0,Composite
406644,130256.0,Metal
406785,130264.0,Metal
406809,130267.0,Plastic
407018,130292.0,Acrylic
407113,130307.0,Metal
407155,130313.0,"Banana leaves, mahogany solids, plywood"
407174,130314.0,Polyester
407287,130319.0,Plastic
407339,130323.0,Bamboo
407449,130330.0,Fabric
407472,130332.0,Metal
407484,130336.0,Coconut Fiber
407535,130342.0,Plastic
407789,130365.0,Other
407863,130372.0,Nylon Pile
407949,130382.0,Steel
407975,130383.0,Laminated Particle Board
407993,130386.0,Stainless Steel
408011,130387.0,Ceramic
408030,130389.0,Other
408050,130390.0,Cast Metal
408064,130391.0,Metal
408093,130395.0,Fiberglass
408196,130408.0,Composite
408255,130413.0,Steel
408274,130414.0,Vinyl
408329,130419.0,Cotton
408351,130420.0,Vinyl
408579,130441.0,Plastic
408637,130454.0,Plastic
408654,130455.0,Steel
408689,130457.0,Plastic
408707,130459.0,Vinyl
408738,130460.0,Brass
408763,130461.0,Plastic
408782,130462.0,Medium Density Fiberboard (MDF)
408833,130467.0,Brass
408852,130469.0,Plastic
408870,130470.0,Other
409161,130489.0,Stainless Steel
409224,130494.0,Steel
409300,130500.0,Wood
409362,130511.0,PVC
409538,130529.0,Vinyl
409561,130531.0,PVC
409720,130546.0,Metal
409783,130550.0,Plastic
409800,130551.0,Vinyl
409904,130559.0,Plastic
409924,130561.0,Steel
409942,130562.0,Metal
409978,130563.0,Wood
410003,130568.0,Steel
410082,130579.0,Steel
410106,130582.0,"Banana leaves, mahogany solids, plywood"
410127,130584.0,Wood
410241,130598.0,Concrete
410264,130599.0,Other
410355,130617.0,Steel
410509,130630.0,Solid Brass
410581,130636.0,Metal
410600,130639.0,Metal
410646,130641.0,Stainless Steel
410704,130647.0,Sand
410720,130648.0,Steel
410797,130657.0,Stainless Steel
410833,130658.0,Other
410880,130664.0,Metal
410892,130665.0,Metal
410910,130668.0,Galvanized Steel
410994,130675.0,Plastic
411094,130682.0,Aluminum
411132,130690.0,Brass
411231,130698.0,Polyester
411246,130699.0,Ceramic
411263,130701.0,Plastic
411332,130712.0,Nylon
411391,130719.0,Polypropylene
411497,130727.0,Plastic
411498,130727.0,Acrylic
411542,130729.0,Wire
411552,130730.0,Multi-Surface
411692,130737.0,Polycarbonate
411768,130749.0,Steel
411784,130752.0,Plastic
411814,130757.0,Ceramic
411833,130760.0,Solid Surface
411939,130767.0,Quartz
412105,130780.0,Plastic
412118,130782.0,Composite
412211,130787.0,Polypropylene
412268,130791.0,Clay
412447,130808.0,Stainless Steel
412518,130816.0,Plastic
412551,130818.0,Galvanized Steel
412638,130826.0,Steel
412652,130828.0,"Metal,Plastic"
412675,130836.0,Steel
412708,130845.0,Plastic
412790,130863.0,Copper
412848,130868.0,Plastic
412881,130876.0,Nylon
413004,130882.0,Wood
413035,130884.0,Stainless Steel
413109,130890.0,Vinyl
413150,130896.0,Steel
413282,130910.0,Metal
413454,130918.0,Oak
413524,130927.0,Plastic
413651,130934.0,LAMINATED PARTICLE BOARD
413683,130937.0,Wood
413790,130947.0,Glass
413902,130953.0,Fireclay
413956,130960.0,Copper
413977,130970.0,Rubber
414059,130974.0,Solid Brass
414167,130984.0,Metal
414224,130988.0,Steel
414334,130996.0,Steel
414473,131008.0,Metal
414516,131011.0,Aluminum
414560,131015.0,Fiberglass Mesh
414606,131017.0,Vinyl
414639,131019.0,Other
414640,131019.0,Polyester
414678,131022.0,Stainless Steel
414884,131044.0,Wood
414963,131052.0,Steel
414985,131055.0,Steel
415003,131057.0,PVC
415039,131060.0,Vitreous China
415134,131071.0,Copper
415163,131077.0,Brass
415203,131081.0,PVC
415219,131085.0,Plastic
415325,131090.0,Vitreous China
415402,131097.0,Medium Density Fiberboard (MDF)
415466,131107.0,Aluminum
415562,131120.0,PVC
415586,131122.0,Plastic
415705,131132.0,Acrylic
415854,131147.0,Vinyl
415886,131149.0,PVC
415999,131155.0,Galvanized Steel
416019,131157.0,PVC
416209,131170.0,Galvanized Steel
416247,131175.0,Other
416262,131177.0,PVC
416453,131193.0,Plastic
416473,131194.0,Polyethylene
416498,131196.0,Brass
416665,131216.0,Metal
416684,131218.0,Steel
416727,131221.0,Composite
416939,131236.0,Composite
416962,131238.0,Steel
417055,131244.0,Plastic
417078,131249.0,Metal
417108,131254.0,Aluminum
417342,131270.0,Metal
417362,131272.0,Brass
417422,131274.0,Composite
417447,131276.0,Multi-Surface
417523,131280.0,Composite
417536,131283.0,Glass
417585,131288.0,Stainless steel
417669,131297.0,Other
417713,131303.0,Steel
417760,131313.0,Vinyl
417784,131314.0,Composite
417831,131320.0,Cast Metal
417881,131324.0,Nylon
417958,131331.0,Laminate
418027,131335.0,Nylon
418052,131338.0,Wood
418095,131340.0,Steel
418126,131343.0,Medium Density Fiberboard (MDF)
418208,131350.0,Brass
418232,131352.0,Steel
418279,131358.0,Plastic
418331,131362.0,Aluminum
418388,131365.0,Composite
418400,131368.0,Plastic
418419,131369.0,Aluminum
418480,131373.0,Composite
418521,131381.0,Acrylonitrile Butadiene Styrene (ABS)
418540,131383.0,Polyester
418558,131385.0,"Cast Iron, stainless steel"
418821,131416.0,Ceramic
418888,131423.0,Composite
418908,131424.0,Metal
418925,131425.0,Plastic
418926,131425.0,Acrylic
419004,131432.0,Steel
419018,131433.0,Stainless Steel
419037,131435.0,Metal
419190,131448.0,Steel
419228,131451.0,PVC
419270,131458.0,Metal
419332,131468.0,Wood
419356,131471.0,Cast Iron
419387,131472.0,Composite
419436,131476.0,Steel
419477,131477.0,Steel
419494,131479.0,Plastic
419551,131491.0,Acrylic
419567,131494.0,Galvanized Steel
419582,131495.0,Vinyl
419683,131501.0,Wood
419835,131513.0,Solid Wood
419875,131516.0,Plastic
419916,131526.0,Steel
420002,131532.0,Aluminum
420046,131538.0,Fabric
420114,131546.0,Fiberglass
420142,131547.0,Faux wood
420268,131557.0,Acrylic
420294,131558.0,Metal and Plastic
420348,131565.0,Plastic
420448,131589.0,Plastic
420506,131592.0,Plastic
420516,131593.0,Cast Metal
420553,131595.0,Particle Board
420571,131596.0,Steel
420623,131602.0,Nylon
420641,131605.0,Plastic
420669,131607.0,Steel
420689,131609.0,Other
420832,131622.0,Composite
420876,131632.0,Zinc
421073,131644.0,PVC
421103,131646.0,Wood
421258,131664.0,Wood
421288,131673.0,Aluminum
421397,131684.0,Vinyl
421686,131698.0,Rubber
421746,131702.0,Cast Iron
422079,131721.0,Laminate
422080,131721.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
422112,131722.0,Vitreous China
422133,131723.0,Solid Brass
422150,131724.0,Vinyl
422170,131725.0,Vitreous China
422259,131729.0,Rubber
422276,131730.0,Plastic
422344,131735.0,Galvanized Steel
422345,131735.0,Metal
